07-29_01:20	new=3	applied=0	6d2a526f	refs/heads/lane/wire-containment-fix
08-04_12:00	new=1	applied=0	3c7b28ee	refs/heads/lane/wolt-sync-unregistered
08-04_12:45	new=1	applied=0	9bdfc267	refs/heads/lane/xz-credit-fields
08-04_15:24	new=4	applied=0	6c394057	refs/heads/lane/xz-printed-defects
07-20_21:26	new=265	applied=0	e3e13973	refs/heads/prep/events-landing
07-21_12:11	new=293	applied=0	eda4343f	refs/heads/prep/events-w3-landing
07-20_21:40	new=263	applied=0	846e840d	refs/heads/prep/growth-landing
07-21_11:38	new=292	applied=0	f7e9d9b0	refs/heads/prep/growth-w3-landing
07-20_21:40	new=264	applied=0	0f2cda3c	refs/heads/prep/margin-landing
07-21_11:25	new=292	applied=0	2d4f889a	refs/heads/prep/margin-w3-landing
07-21_11:28	new=292	applied=0	2345f12c	refs/heads/prep/meals-w3-landing
07-20_11:04	new=203	applied=0	f531c441	refs/heads/rebrand
